Bereich;Schlüssel;Untergruppe;Name;Bezeichnung;Beschreibung;Deploy6 (<Alle>);Test6 (<Alle>);Identisch
bde;autokommt;BDE - AZE-PZE-Kopplung;AUTOKOMMT;Bei AZE-Start Person anmelden;Bei AZE-Start wird abwesende Person angemeldet.;true;true;true 2
bde;autosleep;BDE - AZE-PZE-Kopplung;AUTOSLEEP;Bei PZE-Geht laufende AG auf wartend setzen;Bei PZE-Geht werden laufende AG auf wartend gesetzt und beim nächsten PZE-Kommt wieder gestartet.;false;false;true 2
bde;autota;BDE - PZE Bewertungsoptionen;AUTOTA;Bei PZE-Meldungen temporären Tagesabschluss durchführen;Wenn dieser Schalter aktiviert ist, werden Personal-Zeiten bei ihrer Entstehung und jeder Änderung online bewertet, indem ein temporär gültiger Tagesabschluss durchgeführt wird.<br /><br />Wenn dieser Schalter nicht aktiviert ist, muss das Durchführen von Tagesabschlüssen manuell oder durch ein geeignetes Offline-Verfahren sichergestellt sein.;true;true;true 2
bde;autoup;BDE - PZE Meldeoptionen;AUTOUP;Unterbrechungen weiterführen;Nicht beendete PZE-Unterbrechungen werden weitergeführt.;false;false;true 2
bde;aze_agmagrmodus;BDE - AZE Meldeoptionen;AZE_AGMAGRMODUS;Mehrere AG je Maschinengruppe;Startmeldung eines AG auf eine KapaSt/MaGr mit laufendem AG. (Auf einer KapaSt/MaGr kann das gleichzeitige Arbeiten an mehreren AG ermöglicht werden. Wenn dies nicht zulässig ist, kann eine Fehlermeldung ausgegeben oder der bereits laufende AG zunächst automatisch beendet werden.);MEHRAGMAGR;MEHRAGMAGR;true 2
bde;aze_agpersmodus;BDE - AZE Meldeoptionen;AZE_AGPERSMODUS;Mehrere AG je Personal;Startmeldung eines AG durch eine Person mit laufendem AG. (Einer Person kann das gleichzeitige Arbeiten an mehreren AG ermöglicht werden. Wenn dies nicht zulässig ist, kann eine Fehlermeldung ausgegeben oder der bereits laufende AG zunächst automatisch beendet werden.);AUTOTERMPERS;AUTOTERMPERS;true 2
bde;aze_aufstuelipos_abgeschl;BDE - AZE Meldeoptionen;AZE_AUFSTUELIPOS_ABGESCHL;Meldung bei abgeschlossener Auftragsstücklistenposition möglich;Eine Meldung ist auch dann möglich, wenn die zugehörige Auftragsstücklistenposition im Status <i>abgeschlossen</i> ist.;true;true;true 2
bde;aze_auftraginfehler;BDE - AZE Meldeoptionen;AZE_AUFTRAGINFEHLER;Auftragsnummer in Fehlermeldungen;Bei Terminal-Fehlermeldungen wird die Auftragsnummer angegeben.;true;true;true 2
bde;aze_check_overlaps;BDE - AZE Meldeoptionen;AZE_CHECK_OVERLAPS;Auf Überschneidung testen;Wenn dieser Schalter aktiviert ist, wird bei jeder Zeitmeldung (auf Kosten der Performance) getestet, ob eine unzulässige Überschneidung mit einer vorhandenen AG-Zeit entsteht. Wenn dieser Schalter nicht aktiviert ist, unterbleibt dieser Test bei Meldungen von Hardware-Terminals, dem Browser- und dem WSS-Terminal.;false;false;true 2
bde;aze_fertig;BDE - AZE Meldeoptionen;AZE_FERTIG;Fertig bei Menge ungleich 0;Eine Meldung mit einer Menge ungleich 0 wird als Fertigmeldung interpretiert.;false;false;true 2
bde;aze_online;BDE - AZE Bewertungsoptionen;AZE_ONLINE;AG-Zeiten online bewerten und rückmelden;"Wenn dieser Schalter aktiviert ist, werden AG-Zeiten bei ihrer Entstehung und jeder Änderung online bewertet und auf die Arbeitsgänge rückgemeldet.<br /><br />Wenn dieser Schalter nicht aktiviert ist, muss das Bewerten und Rückmelden beim Tagesabschluss der PZE erfolgen (Schalter ""Beim Tagesabschluss AG-Zeiten bewerten und rückmelden"") oder durch ein geeignetes Offline-Verfahren sichergestellt sein.";true;true;true 2
bde;aze_online_mes;BDE - AZE Bewertungsoptionen;AZE_ONLINE_MES;MES: AG-Zeiten online bewerten und rückmelden;Wenn dieser Schalter aktiviert ist, werden über MES gemeldete AG-Zeiten bei ihrer Entstehung online bewertet und auf die Arbeitsgänge rückgemeldet.<br /><br />Wenn dieser Schalter nicht aktiviert ist, muss das Bewerten und Rückmelden durch ein geeignetes Offline-Verfahren sichergestellt sein.;true;true;true 2
bde;aze_personal;BDE - Plausibilitätsprüfungen;AZE_PERSONAL;Existenz Personal prüfen;Existenz des Personal-Stammdatensatz wird bei AZE-Meldungen geprüft.;true;true;true 2
bde;aze_personalanwesend;BDE - AZE-PZE-Kopplung;AZE_PERSONALANWESEND;Personal-Anwesenheit prüfen;AZE-Startmeldungen und AZE-Rückmeldungen mit Start- und Ende-Zeit können nur bei Anwesenheit der Person erfolgen.;false;false;true 2
bde;aze_sammelauftragstartfenster;BDE - AZE Meldeoptionen;AZE_SAMMELAUFTRAGSTARTFENSTER;Zeitfenster bei Sammel-Auftrag-Meldungen;Maximale Länge des Zeitfensters (in Sekunden), innerhalb dessen Sammel-Auftrag-Startmeldungen an ein Meldungspaket angehängt werden können.;300;300;true 2
bde;aze_sammelreihenfolge;BDE - AZE Meldeoptionen;AZE_SAMMELREIHENFOLGE;Reihenfolge bei Sammelmeldungen;Die Startmeldungen und die Endemeldungen eines Sammel-AG dürfen sich nicht überschneiden.;false;false;true 2
bde;aze_sammelstartfenster;BDE - AZE Meldeoptionen;AZE_SAMMELSTARTFENSTER;Zeitfenster bei Sammel-AG-Meldungen;Maximale Länge des Zeitfensters (in Sekunden), innerhalb dessen Sammel-AG-Startmeldungen an ein Meldungspaket angehängt werden können.;;;true 2
bde;aze_sammelzeit;BDE - AZE Meldeoptionen;AZE_SAMMELZEIT;Gewertete Zeiten bei Sammelmeldungen;Gewertete Zeiten bei Sammelmeldungen.;FSLE;FSLE;true 2
bde;aze_ugrund;BDE - Plausibilitätsprüfungen;AZE_UGRUND;Existenz Unterbrechungsgrund prüfen;Existenz des Unterbrechungsgrunds wird bei AZE-Meldungen geprüft.;true;true;true 2
bde;azeabfrage1;BDE - AZE Abfrage;AZEABFRAGE1;1. Zeile;In der 1. Zeile angezeigte Merkmale.;BAuftrag,Position;BAuftrag,Position;true 2
bde;azeabfrage2;BDE - AZE Abfrage;AZEABFRAGE2;2. Zeile;In der 2. Zeile angezeigte Merkmale.;AG;AG;true 2
bde;azeabfrage3;BDE - AZE Abfrage;AZEABFRAGE3;3. Zeile;In der 3. Zeile angezeigte Merkmale.;KoSt;KoSt;true 2
bde;azeabfrage4;BDE - AZE Abfrage;AZEABFRAGE4;4. Zeile;In der 4. Zeile angezeigte Merkmale.;MaGr;MaGr;true 2
bde;azeabfrage5;BDE - AZE Abfrage;AZEABFRAGE5;5. Zeile;In der 5. Zeile angezeigte Merkmale.;Satzart;Satzart;true 2
bde;azeabfrage6;BDE - AZE Abfrage;AZEABFRAGE6;6. Zeile;In der 6. Zeile angezeigte Merkmale.;;;true 2
bde;azebelegsatzart;BDE - Satzarten und Status;AZEBELEGSATZART;Satzarten bei Start-/Endestempelungen;Liste der Satzarten bei Start-/Endestempelungen.;S Start,MS Sammel-Start,UM Unterbrechung,X% storniert;S Start,MS Sammel-Start,UM Unterbrechung,X% storniert;true 2
bde;azepzesync;BDE - AZE-PZE-Kopplung;AZEPZESYNC;Einfluss von PZE-Anwesenheiten auf AZE-Dauern;Art des Einflusses von Anwesenheiten in der PZE auf in der AZE errechnete Dauern.;AZEPAUSENDECR;AZEPAUSENDECR;true 2
bde;background_abw_kost;BDE - Mitarbeiterplanung;BACKGROUND_ABW_KOST;Hintergrundfarbe bei abweichender Kostenstelle:;Mit dieser Hintergrundfarbe werden vom Selektionskriterium abweichende Kostenstellen angezeigt.;232,232,232;232,232,232;true 2
bde;background_zplankat;BDE - Mitarbeiterplanung;BACKGROUND_ZPLANKAT;Hintergrundfarbe bei Abwesenheitsbuchung:;Mit dieser Hintergrundfarbe wird bei Existens einer Abwesenheitsbuchung die ZPlan-Kategorie angezeigt.<br /><br /><b>Hinweis:</b> Ist dieser Wert nicht gesetzt, wird die Farbe aus den jeweiligen ZPlan-Kategorie-Stammdaten verwendet.;;;true 2
bde;bauftraglength;BDE - Längen von Melde-Merkmalen;BAUFTRAGLENGTH;Zeichenanzahl Betriebsauftrag;Zeichenanzahl Betriebsauftrag.;6;6;true 2
bde;bauftragneu;BDE - Plausibilitätsprüfungen;BAUFTRAGNEU;Betriebsauftrag anlegen;"Wenn dieser Schalter aktiviert ist, wird ein nicht vorhandener Betriebsauftrag, auf welchen gemeldet wird, automatisch angelegt.

<br><br><b><i>Hinweis: </i></b>Dieser Schalter wird nur ausgewertet, wenn der Schalter  <b>Existenz Betriebsauftrag prüfen</b> aktiviert ist.

<br><br><b><i>Warnung: </i></b>Werden über diese Option neue Betriebsaufträge erzeugt, so können diese bei der Kalkulation einer Auftragsstückliste nicht berücksichtigt werden. Vom Aktivieren dieser Option bei Einsatz von Stamm- oder Auftragsstücklisten wird daher dringend abgeraten!";false;false;true 2
bde;bookinginclosedperiod;BDE - AZE Bewertungsoptionen;BOOKINGINCLOSEDPERIOD;Hinweis vor dem Nachbuchen in geschlossene Periode;"Werden Zeiten in eine bereits geschlossene Abrechnungsperiode nacherfasst, werden die Kostensätze in der aktuellen Abrechnungsperiode erzeugt. Ist der Schalter ""Hinweis vor dem Nachbuchen in geschlossene Periode"" aktiviert, wird der Anwender zuvor auf diesen Umstand hingewiesen.";true;true;true 2
bde;buchungsart;BDE - Satzarten und Status;BUCHUNGSART;Buchungsarten bei AG Zeiten;Liste der Buchungsarten bei AG Zeiten.;Einzelmeldung,WAuftrag komplett,Meilensteinmeldung,Mehrfachmeldung,Unterbrechung,in Bearbeitung;Einzelmeldung,WAuftrag komplett,Meilensteinmeldung,Mehrfachmeldung,Unterbrechung,in Bearbeitung;true 2
bde;burlkat;BDE - Zukunftsplanung;BURLKAT;Kategorie für beantragten Urlaub;Pseudo-Kategorie für beantragten Urlaub. <br><br><b><i>Hinweis: </i></b>Diese Kategorie wird vom elektronischen Urlaubsantrag benutzt. Sie darf nicht einer Zeitart zugeordnet werden.;BURL;BURL;true 2
bde;button_as;BDE - Browserterminal;BUTTON_AS;Schaltfläche für Ausschuss-Meldung;Schaltfläche für Ausschuss-Meldung.;false;false;true 2
bde;button_e;BDE - Browserterminal;BUTTON_E;Schaltfläche für Ende-Meldung;Schaltfläche für Ende-Meldung.;true;true;true 2
bde;button_ef;BDE - Browserterminal;BUTTON_EF;Schaltfläche für Fertig-Meldung;Schaltfläche für Fertig-Meldung.;true;true;true 2
bde;button_ep;BDE - Browserterminal;BUTTON_EP;Schaltfläche zur Eingabe von Parametern;Schaltfläche zur Eingabe von Parametern.;false;false;true 2
bde;button_fb;BDE - Browserterminal;BUTTON_FB;Schaltfläche zum Buchen mit Fertigungsbehältern;Schaltfläche zum Buchen mit Fertigungsbehältern.;false;false;true 2
bde;button_g;BDE - Browserterminal;BUTTON_G;Schaltfläche für Geht-Meldung;Schaltfläche für Geht-Meldung.;true;true;true 2
bde;button_i;BDE - Browserterminal;BUTTON_I;Schaltfläche für Konteninformation-Personal;Schaltfläche für Konteninformation-Personal.;true;true;true 2
bde;button_ia;BDE - Browserterminal;BUTTON_IA;Schaltfläche für Auftragsinformation;Schaltfläche für Auftragsinformation.;false;false;true 2
bde;button_k;BDE - Browserterminal;BUTTON_K;Schaltfläche für Kommt-Meldung;Schaltfläche für Kommt-Meldung.;true;true;true 2
bde;button_kg;BDE - Browserterminal;BUTTON_KG;Schaltfläche für Kommt-Geht-Meldung;Schaltfläche für Kommt-Geht-Meldung.;false;false;true 2
bde;button_kk;BDE - Browserterminal;BUTTON_KK;Schaltfläche für Kommt-mit-KoSt-Meldung;Schaltfläche für Kommt-mit-KoSt-Meldung.;false;false;true 2
bde;button_l;BDE - Browserterminal;BUTTON_L;Schaltfläche für Test-Meldung;Schaltfläche für Test-Meldung.;false;false;true 2
bde;button_mae;BDE - Browserterminal;BUTTON_MAE;Schaltfläche für Sammel-Auftrag-Ende-Meldung;Schaltfläche für Sammel-Auftrag-Ende-Meldung.;false;false;true 2
bde;button_maf;BDE - Browserterminal;BUTTON_MAF;Schaltfläche für Sammel-Auftrag-Fertig-Meldung;Schaltfläche für Sammel-Auftrag-Fertig-Meldung.;false;false;true 2
bde;button_mas;BDE - Browserterminal;BUTTON_MAS;Schaltfläche für Sammel-Auftrag-Start-Meldung;Schaltfläche für Sammel-Auftrag-Start-Meldung.;false;false;true 2
bde;button_me;BDE - Browserterminal;BUTTON_ME;Schaltfläche für Sammel-AG-Ende-Meldung;Schaltfläche für Sammel-AG-Ende-Meldung.;false;false;true 2
bde;button_mef;BDE - Browserterminal;BUTTON_MEF;Schaltfläche für Sammel-AG-Fertig-Meldung;Schaltfläche für Sammel-AG-Fertig-Meldung.;false;false;true 2
bde;button_ms;BDE - Browserterminal;BUTTON_MS;Schaltfläche für Sammel-AG-Start-Meldung;Schaltfläche für Sammel-AG-Start-Meldung.;false;false;true 2
bde;button_re;BDE - Browserterminal;BUTTON_RE;Schaltfläche für Rüsten-Ende-Meldung;Schaltfläche für Rüsten-Ende-Meldung.;false;false;true 2
bde;button_rf;BDE - Browserterminal;BUTTON_RF;Schaltfläche für Rüsten-Fertig-Meldung;Schaltfläche für Rüsten-Fertig-Meldung;false;false;true 2
bde;button_rme;BDE - Browserterminal;BUTTON_RME;Schaltfläche für Sammel-AG-Rüsten-Ende-Meldung;Schaltfläche für Sammel-AG-Rüsten-Ende-Meldung;false;false;true 2
bde;button_rmf;BDE - Browserterminal;BUTTON_RMF;Schaltfläche für Sammel-AG-Rüsten-Fertig-Meldung;Schaltfläche für Sammel-AG-Rüsten-Fertig-Meldung;false;false;true 2
bde;button_rms;BDE - Browserterminal;BUTTON_RMS;Schaltfläche für Sammel-AG-Rüsten-Start-Meldung;Schaltfläche für Sammel-AG-Rüsten-Start-Meldung;false;false;true 2
bde;button_rs;BDE - Browserterminal;BUTTON_RS;Schaltfläche für Rüsten-Start-Meldung;Schaltfläche für Rüsten-Start-Meldung.;false;false;true 2
bde;button_s;BDE - Browserterminal;BUTTON_S;Schaltfläche für Start-Meldung;Schaltfläche für Start-Meldung.;true;true;true 2
bde;button_sc;BDE - Browserterminal;BUTTON_SC;Schaltfläche zur Anzeige von Behälterinformationen;Schaltfläche zur Anzeige von Behälterinformationen.;false;false;true 2
bde;button_sp;BDE - Browserterminal;BUTTON_SP;Schaltfläche zur Anzeige der Parameter;Schaltfläche zur Anzeige der Parameter.;false;false;true 2
bde;button_um;BDE - Browserterminal;BUTTON_UM;Schaltfläche für Unterbrechung-Maschinengruppe-Meldung;Schaltfläche für Unterbrechung-Maschinengruppe-Meldung.;false;false;true 2
bde;button_up;BDE - Browserterminal;BUTTON_UP;Schaltfläche für Unterbrechung-Personal-Meldung;Schaltfläche für Unterbrechung-Personal-Meldung.;true;true;true 2
bde;button_us;BDE - Browserterminal;BUTTON_US;Schaltfläche für Urlaubsantrag stellen;Schaltfläche für Urlaubsantrag stellen.;false;false;true 2
bde;button_z;BDE - Browserterminal;BUTTON_Z;Schaltfläche für Zutritts-Meldung;Schaltfläche für Zutritts-Meldung.;false;false;true 2
bde;calcurltage;BDE - Zukunftsplanung;CALCURLTAGE;Urlaubsanspruch für lfd. Jahr;Der Urlaubsanspruch für das lfd. Jahr wird automatisch berechnet. Dabei wird unterjähriger Eintritt/Austritt berücksichtigt.;BURLG5_MITHALBENTAGEN;BURLG5_MITHALBENTAGEN;true 2
bde;checkag;BDE - Plausibilitätsprüfungen;CHECKAG;Existenz Arbeitsgang prüfen;Existenz des Arbeitsgangs wird geprüft.;true;true;true 2
bde;checkagbeendet;BDE - AZE-PZE-Kopplung;CHECKAGBEENDET;Kein PZE-Geht bei laufenden AG;PZE-Geht kann nur erfolgen, wenn kein AG gestartet ist.;false;false;true 2
bde;checkagstatus;BDE - Plausibilitätsprüfungen;CHECKAGSTATUS;Abbruch bei unpassendem Arbeitsgang-Status;Wenn dieser Schalter aktiviert ist, ist ein Melde-Vorgang nur auf Arbeitsgänge im Status <i>2 terminiert</i> oder <i>3 in Arbeit</i> möglich. In allen anderen Fällen wird der Vorgang abgebrochen.<br><br>Wenn der Schalter nicht aktiviert ist, sind grundsätzlich auch Meldungen auf Arbeitsgänge mit unpassendem Status möglich. Beim Nachmelden über Dialogfunktionen erfolgt in diesem Fall aber immer eine Sicherheitsabfrage.<br><br><b><i>Hinweis:</i></b> Dieser Schalter wird nur ausgewertet, wenn der Schalter  <b>Existenz Arbeitsgang prüfen</b> aktiviert ist.;false;false;true 2
bde;checkbauftrag;BDE - Plausibilitätsprüfungen;CHECKBAUFTRAG;Existenz Betriebsauftrag prüfen;Existenz des Betriebsauftrags wird geprüft.;true;true;true 2
bde;checkkostmagr;BDE - Plausibilitätsprüfungen;CHECKKOSTMAGR;Existenz Kapazitätsstelle/Maschinengruppe prüfen;Existenz von Kapazitätsstelle/Maschinengruppe wird bei AZE-Meldungen geprüft.;true;true;true 2
bde;checkwauftrag;BDE - Plausibilitätsprüfungen;CHECKWAUFTRAG;Existenz Werkstattauftrag prüfen;Existenz des Werkstattauftrags wird geprüft.;true;true;true 2
bde;color_abw_kost;BDE - Mitarbeiterplanung;COLOR_ABW_KOST;Schriftfarbe bei abweichender Kostenstelle:;Mit dieser Schriftfarbe werden vom Selektionskriterium abweichende Kostenstellen angezeigt.;255,0,0;255,0,0;true 2
bde;color_zplankat;BDE - Mitarbeiterplanung;COLOR_ZPLANKAT;Schriftfarbe bei Abwesenheitsbuchung:;Mit dieser Schriftfarbe wird bei Exixtenz einer Abwesenheitsbuchung die ZPlan-Kategorie angezeigt.;153,153,153;153,153,153;true 2
bde;create_kt_online;BDE - AZE Bewertungsoptionen;CREATE_KT_ONLINE;KT-Sätze online erzeugen;"Wenn dieser Schalter aktiviert ist, werden KT-Sätze bzw. Korrektur-KT-Sätze bei jeder (Neu-) Bewertung eines AG-Zeit-Datensatzes generiert. Voraussetzung hierfür ist, dass entweder der Schalter ""AG-Zeiten online bewerten und rückmelden"" oder der Schalter ""Beim Tagesabschluss AG-Zeiten bewerten und rückmelden"" (Unterbereich AZE-PZE-Kopplung) aktiviert ist.<br /><br />Wenn die Erzeugung der KT-Sätze nicht online erfolgt, muss sie durch ein geeignetes Offline-Verfahren sichergestellt sein.";true;true;true 2
bde;create_kt_online_mes;BDE - AZE Bewertungsoptionen;CREATE_KT_ONLINE_MES;MES: KT-Sätze online erzeugen;"Wenn dieser Schalter aktiviert ist, werden bei der Bewertung eines über das MES gemeldeten AG-Zeit-Datensatzes KT-Sätze generiert. Voraussetzung hierfür ist, dass auch der Schalter ""MES: AG-Zeiten online bewerten und rückmelden"" aktiviert ist.<br /><br />Wenn dieser Schalter nicht aktiviert ist, müssen die KT-Sätze durch ein geeignetes Offline-Verfahren erzeugt werden.";false;false;true 2
bde;defaultpause;BDE - PZE Interne Unterbrechungsgründe;DEFAULTPAUSE;Default-Pausengrund;"Kürzel des Default-Pausengrundes. Wenn hier ein Wert eingetragen ist, ist eine vereinfachte Pausenmeldung mit der BdeLog-Satzart UPP möglich; als Unterbrechungsgrund wird dann der Inhalt dieses Feldes verwendet.";P;P;true 2
bde;defaultugrund;BDE - PZE Interne Unterbrechungsgründe;DEFAULTUGRUND;Default-Unterbrechungsgrund;"Kürzel des Default-Unterbrechnungsgrundes. Wenn hier ein Wert eingetragen ist, sind Unterbrechung-Personal-Stempelungen ohne Unterbrechungsgrund möglich; als Unterbrechungsgrund wird dann der Inhalt dieses Feldes verwendet.";DR;DR;true 2
bde;dlgleeren;BDE - AZE Meldeoptionen;DLGLEEREN;Rückmeldedialog leeren;Rückmeldedialog nach jeder Meldung leeren.;false;false;true 2
bde;dotsinbarcodes;BDE - Längen von Melde-Merkmalen;DOTSINBARCODES;Trennpunkte auf Werkstattpapieren;In Barcodes auf Werkstattpapieren sollen zwischen BAuftrag und WAufrag sowie zwischen WAuftrag und Arbeitsgang Punkte ausgegeben werden.;false;false;true 2
bde;fehlkat;BDE - Zukunftsplanung;FEHLKAT;Basis-Kategorie für Fehlzeit;Basis-Kategorie für Fehlzeit.;FEH;FEH;true 2
bde;fehlzeitkonto;BDE - PZE Interne Konten;FEHLZEITKONTO;Fehlzeit-Konto;Kürzel des Fehlzeitkontos.;FEHL;FEHL;true 2
bde;fertigmelden;BDE - AZE Meldeoptionen;FERTIGMELDEN;Fertigmelden-Modus;Vorgeschlagener Modus für Fertigmelden auf dem Rückmeldedialog.;false;false;true 2
bde;fzakonto;BDE - PZE Interne Konten;FZAKONTO;Freizeitausgleich-Konto;"Kürzel des Kontos für Freizeitausgleich.        Buchungen auf dieses Konto werden bei der Selektion von Tagen mit Sollzeitverletzung         (Auswertung ""Tagesabschlüsse"") berücksichtigt.";FZA;FZA;true 2
bde;gleitzeitkonto;BDE - PZE Interne Konten;GLEITZEITKONTO;Gleitzeit-Konto;Kürzel des Gleitzeitkontos.;GLZT;GLZT;true 2
bde;glztmitsaldoverrechnen;BDE - PZE Bewertungsoptionen;GLZTMITSALDOVERRECHNEN;Fehlzeit an Nicht-Gleitzeit-Tagen mit Gleitzeitsaldo verrechnen;Wenn dieser Schalter aktiviert ist, wird Fehlzeit eines Gleitzeit-Mitarbeiters an Nicht-Gleitzeit-Tagen mit dem Gleitzeitsaldo verrechnet.;false;false;true 2
bde;hideausweispick;BDE - Browserterminal;HIDEAUSWEISPICK;Ausweis-Pickliste verstecken;Wenn dieser Schalter aktiviert wird, wird die Ausweis-Pickliste versteckt.;true;true;true 2
bde;kapastlength;BDE - Längen von Melde-Merkmalen;KAPASTLENGTH;Zeichenanzahl Kapazitätsstelle;Zeichenanzahl Kapazitätsstelle.;3;3;true 2
bde;kartelength;BDE - Längen von Melde-Merkmalen;KARTELENGTH;Zeichenanzahl Ausweis;Zeichenanzahl Ausweisnummer.;4;4;true 2
bde;keinevhztbeiabw;BDE - PZE Bewertungsoptionen;KEINEVHZTBEIABW;Keine Vorholzeit bei Abwesenheit;Wenn dieser Schalter aktiviert ist, wird an Tagen ohne gestempelte Anwesenheit die Vorholzeit-Regelung ignoriert, so dass weder Vorholzeit noch Vorholfehlzeit entsteht. Wenn dieser Schalter nicht aktiviert ist, gilt die Vorholzeit-Regelung auch an Tagen ohne gestempelte Anwesenheit, so dass in jedem Fall Vorholzeit bzw. Vorholfehlzeit entsteht. Bei Sonderbuchungen steht dann die neue Dauerart 'Ganztägig+Vorholzeit' zur Verfügung.;true;true;true 2
bde;krakat;BDE - Zukunftsplanung;KRAKAT;Kategorie für Krankheit;Kategorie für Krankheit.;KRA;KRA;true 2
bde;kstrlength;BDE - Längen von Melde-Merkmalen;KSTRLENGTH;Zeichenanzahl PZE-Kostenstelle;Zeichenanzahl PZE-Kostenstelle.;3;3;true 2
